seed,sample,ranking_score
1,0,0.8330936687521361
1,1,0.8368697203927756
1,2,0.8388630699709869
1,3,0.8369234257136874
1,4,0.8394654789961672
13,0,0.8308449699335365
13,1,0.8323858777058196
13,2,0.8263209538570848
13,3,0.8410889330159542
13,4,0.8322335554858995
17,0,0.8320776282244274
17,1,0.8315080230536622
17,2,0.8386462731880161
17,3,0.8402471626160667
17,4,0.8304570709920785
21,0,0.8265720585862363
21,1,0.827806259729574
21,2,0.8273557545813219
21,3,0.8217964703971641
21,4,0.8259876794808204
42,0,0.8363235808923057
42,1,0.832359798125474
42,2,0.8386303262757687
42,3,0.8530867365142081
42,4,0.8289646300016947
133,0,0.8395207500480467
133,1,0.8299973763783067
133,2,0.8394056492789779
133,3,0.838860035615422
133,4,0.8378829075344336
177,0,0.8380404869237091
177,1,0.8361902024683691
177,2,0.8349621703240199
177,3,0.8363727256542205
177,4,0.8348460107015676
213,0,0.8331927318965512
213,1,0.8302971024907178
213,2,0.8404443098546945
213,3,0.830611202311286
213,4,0.836253693322067
315,0,0.8210338440745232
315,1,0.8331788822761654
315,2,0.8282538924698878
315,3,0.8287360917756025
315,4,0.82488118709302
1001,0,0.8226677137922619
1001,1,0.8402898848463539
1001,2,0.8422855766910601
1001,3,0.8414357641067872
1001,4,0.8356703773590338
